Entidad,SAP,Equipos por sede,Número de Salas,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Nombre Sede,Dirección,Observaciones,cumple_ancho_banda,ancho_banda,navegador,circuito_TV,ALÁMBRICA_WIFI,SÍstema_operativo,hardware,velocidad_carga,velocidad_descarga,latencia_carga,latencia_descarga
Guanajuato,11036,52,2,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIDEG SAN JOSE ITURBIDE,"CARR. A SAN LUIS DE LA PAZ KM 0.5 S/N, LA LLORONA 1ra. SECC., C.P. 36000, SAN JOSÉ ITURBIDE, GTO.",SOLO DOMINGOS,SÍ,50 MB,SÍ,NO,ALÁMBRICA,SÍ,SÍ,8.75 Mbps,34.93 Mbps,7 Ms,7 Ms
Guanajuato,11037,50,2,30,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIDEG SAN FELIPE,"AV. UNIVERSIDAD S/N, COL. CENTRO, C.P. 37600, SAN FELIPE, GTO.",Disponible SOLO DOMINGOS,SÍ,6 mb,SÍ,SÍ,AMBAS,SÍ,SÍ,6 mb,6 mb,528 ms,480 ms
Guanajuato,11038,58,2,32,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIDEG SAN LUIS DE LA PAZ,"CALLE CURA MERCADO No. 407, COL. PANORÁMICA, C.P. 37900, SAN LUIS DE LA PAZ, GTO.",SOLO DOMINGOS,SÍ,50 MB,SÍ,SÍ,AMBAS,SÍ,SÍ,16 Mbps,49 Mbps,7 Ms,6 Ms
Guanajuato,11039,43,2,20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DE SALAMANCA,"AV. UNIVERSIDAD TECNOLÓGICA No. 200, COL. CIUDAD BAJÍO, C.P. 36764, SALAMANCA, GTO.",,SÍ,BALANCEO DE 230Mb 3 REDUNDANCIAS,SÍ,SÍ,AMBAS,SÍ,SÍ,170Mbs,140Mbs,28 ms,0 ms
Guanajuato,11040,186,7,24,24,30,28,24,32,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DEL NORTE DE GUANAJUATO (UTNG),"AV. EDUCACIÓN TECNOLÓGICA No. 34, FRACC. UNIVERSIDAD, C.P. 37800, DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL, GTO.",Disponibles únicamente los fines de semana 16 y 17 de mayo y    6 y 7 de junio.,SÍ,195 MB,SÍ,SÍ,ALÁMBRICA,SÍ,SÍ,17 MB,195 MB,15 MS,15 MS
Guanajuato,11041,80,3,30,30,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DE SAN MIGUEL DE ALLENDE,"CAMINO A SAN JULIÁN No. 8, COL. CASCO DE LANDETA, C.P. 37700, SAN MIGUEL DE ALLENDE, GTO.",,SÍ,100 Mb,SÍ,SÍ,AMBAS,SÍ,SÍ,100 Mb,100 Mb,17 ms,17 ms
Guanajuato,11042,50,2,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DEL SUROESTE DE GUANAJUATO UTSOE,"CARR. VALLE DE SANTIAGO-HUANÍMARO KM 1.2 S/N, C.P. 38400, VALLE DE SANTIAGO, GTO.",,SÍ,40 Mgps,SÍ,SÍ,ALÁMBRICA,SÍ,SÍ,40 Mbps,40 Mbps,12 ms,12 ms
Guanajuato,11043,61,2,36,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTIS 147,"CALLE ANTONIO CARRILLO FLORES No. 100, COL. ENRIQUE VELAZCO IBARRA, C.P. 38687, ACÁMBARO, GTO.",Por el momento un aula se encuentra en mantenimiento y el encargado comenta que estará listo el segundo laboratorio a comienzos de febrero (ahora cuenta con una aula y 36 equipos),SÍ,,SÍ,SÍ,AMBAS,SÍ,SÍ,10 mb,1.3 mb,27 ms,27 ms
Guanajuato,11044,90,2,50,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTIS 173 ,"SUBIDA AL CBTIS 173 S/N, PUEBLITO DE ROCHA, C.P. 36040, GUANAJUATO, GTO.",,SÍ,100 mbps,SÍ,SÍ,AMBAS,SÍ,SÍ,92.45mbps,31.7 mbps,77.25 mbps,2.17 mbps
Guanajuato,11045,35,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CECYTEG PLANTEL GUANAJUATO,"CALLE LOMAS EX-HACIENDA PUENTECILLAS No. 6, PUENTECILLAS, C.P. 36263, GUANAJUATO, GTO.",,SÍ,30 MB,SÍ,SÍ,AMBAS,SÍ,SÍ,8 MB,28 MB,12 ms,3 ms
Guanajuato,11046,36,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CECYTEG PLANTEL SAN FRANCISCO DEL RINCÓN,"CALLE PROL. FRAY JUAN DE ZUMARRAGA No. 303, BARRIO GUADALUPE, C.P. 36365, SAN FRANCISCO DEL RINCÓN, GTO.",,SÍ,10 Mb,SÍ,NO,AMBAS,SÍ,SÍ,10 MB,10 MB,252.7 ms,252.7 ms
Guanajuato,11047,33,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CECYTEG PLANTEL SILAO,"AV. CATALUÑA No. 101, CONDADO LA PILA, C.P. 36283, SILAO DE LA VICTORIA, GTO.",,SÍ,10 Mbps,SÍ,NO,AMBAS,SÍ,SÍ,1.6 Mbps,5.2 Mbps,428 ms,29 ms
Guanajuato,11048,23,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CECYTEG PLANTEL DOLORES HIDALGO,"CALZ. DE LOS HÉROES No. 91, COL. RANCHITO DE SAN CRISTÓBAL, C.P. 37800, DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL, GTO.",,SÍ,10 Mb y 30 Mb,SÍ,SÍ,AMBAS,SÍ,SÍ,"30MB, 10MB","10MB, 7MB",5ms,5ms
Guanajuato,11049,59,2,31,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIDEG PLANTEL PÉNJAMO,"EJIDO SAN RAFAEL DE VILLASEÑOR S/N, LOC. DE CHURIPITZEO, C.P. 36900, PÉNJAMO, GTO.",SEDE NUEVA,SÍ,10 MB,SÍ,NO,AMBAS,SÍ,SÍ,10 MB,5 mb,275 ms,66 ms
Guanajuato,11050,150,4,50,40,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTIS 75,"AV. EDUCACIÓN TECNOLÓGICA No. 2 , COL. CENTRO, C.P. 37800, DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL, GTO.",Aún por confirmar el número de equipos disponibles para realizar esta actividad,,Están realizando la ampliación de 5 líneas y aún no está definido,SÍ,SÍ,AMBAS,SÍ,SÍ,16 mbps,100 mbps,pendiente,pendiente
Hidalgo,13001,40,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTA No. 5,"CALLE ADOLFO LÓPEZ MATEOS S/N, COL. CENTRO, C.P. 43000, HUEJUTLA DE REYES, HGO.",,SÍ,4.9 Mbps,FIREFOX O CHROME,NO APLICA,NO APLICA,WINDOWS 7,SÍ,4.9 Mbps,4.9 Mbps,66 ms,60 ms
Hidalgo,13002,75,2,35,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTA No. 67,"KM 66.4 CARR. PACHUCA-CD. VALLES S/N, EL TEPHÉ, C.P. 42320, IXMIQUILPAN, HGO.",,SÍ,4.9 Mbps,FIREFOX O CHROME,NO APLICA,NO APLICA,WINDOWS 7 32 bits,SÍ,4.7 Mbps,4.7 Mbps,69 ms,67 ms
Hidalgo,13003,80,2,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CENTRO DE ESTUDIOS DE BACHILLERATO 5/4 ""PROF. RAFAEL RAMIREZ""","AV. JAVIER ROJO GÓMEZ S/N, FRACC. JUAN C. DORIA, C.P. 42083, PACHUCA DE SOTO, HGO.",,SÍ,5.0 Mbps,FIREFOX O CHROME,NO APLICA,NO APLICA,WINDOWS 7 32 bits,SÍ,5.0 Mbps,5.0 Mbps,80 ms,77 ms
Hidalgo,13004,75,3,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTIS No. 8,"KM 5 BLVD. LUIS DONALDO COLOSIO S/N, ZONA INDUSTRIAL DE LA PAZ, C.P. 42186, MINERAL DE LA REFORMA, HGO.",,SÍ,5.2 Mbps,FIREFOX O CHROME,NO APLICA,NO APLICA,WINDOWS 7,SÍ,4.9 Mbps,4.9 Mbps,59 ms,60 ms
Hidalgo,13005,82,3,27,27,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTIS No. 59,"KM 1 CARR. CD. SAHAGÚN-APAN S/N, ZONA INDUSTRIAL FRAY BERNARDINO DE SAHAGÚN (CIUDAD SAHAGÚN), C.P. 43998, TEPEAPULCO, HGO.",,SÍ,5.2 Mbps,FIREFOX O CHROME,NO APLICA,NO APLICA,WINDOWS 7 32 bits,SÍ,5.1 Mbps,5.1 Mbps,76 ms,80 ms
Hidalgo,13006,119,4,35,35,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTIS No. 83,"H. COLEGIO MILITAR ESQ. LIC. VERDAD S/N, COL. ROJO GÓMEZ, C.P. 42500, ACTOPAN, HGO.",,SÍ,5.0 Mbps,FIREFOX O CHROME,NO APLICA,NO APLICA,WINDOWS 7 32 bits,SÍ,36 Mbps,26 Mbps,775 ms,9 ms
Hidalgo,13007,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTIS No. 222,"CARR. MÉXICO-PACHUCA KM 84.5 S/N, COL. ISSSTE, C.P. 42083, PACHUCA DE SOTO, HGO.",,SÍ,5.2 Mbps,FIREFOX O CHROME,NO APLICA,NO APLICA,WINDOWS 7 32 bits,SÍ,5.2 Mbps,5.2 Mbps,70 ms,40 ms
Hidalgo,13009,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CECYTE HUEJUTLA,"CALLE SUR S/N, COL. PARQUE DE POBLAMIENTO SOLIDARIDAD, C.P. 43000, HUEJUTLA DE REYES, HGO.",,SÍ,4.8 Mbps,FIREFOX O CHROME,NO APLICA,NO APLICA,WINDOWS 7 32 bits,SÍ,4.8 Mbps,4.8 Mbps, 45 ms ,34 ms
Hidalgo,13010,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CECYTE PACHUCA,"AV. MAGISTERIO ENTRE CALLE 9 Y 12 S/N, FRACC. PIRACANTOS LTE. ÚNICO, C.P. 42088, PACHUCA DE SOTO, HGO.",,SÍ,5.2 Mbps,FIREFOX O CHROME,NO APLICA,NO APLICA,WINDOWS 7 64 bits,SÍ,5.2 Mbps,5.2 Mbps,70 ms,40 ms
Hidalgo,13013,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE PACHUCA,"FELIPE ÁNGELES KM 84.5 S/N, COL. VENTA PRIETA, C.P. 42083, PACHUCA DE SOTO, HGO.",,SÍ,5.2 Mbps,FIREFOX O CHROME,NO APLICA,NO APLICA,WINDOWS 7 32 bits,SÍ,4.9 Mbps,4.9 Mbps,59 ms,60 ms
Hidalgo,13014,180,8,22,24,24,22,22,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD POLITÉCNICA DE PACHUCA,"CARR. PACHUCA-CIUDAD SAHAGÚN KM 20 S/N, EX-HACIENDA DE SANTA BÁRBARA, C.P. 43830, ZEMPOALA, HGO.",,SÍ,150 MB,FIREFOX O CHROME,NO APLICA,NO APLICA,WINDOWS 10 PROFFESÍONAL,SÍ,4 MB,2 MB,57 MS,34 MS
Hidalgo,13015,126,4,30,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD POLITÉCNICA DE TULANCINGO,"CALLE INGENIERÍAS No. 100, COL. HUAPALCALCO, C.P. 43629, TULANCINGO DE BRAVO, HGO.",,SÍ,5.2 Mbps,FIREFOX O CHROME,NO APLICA,NO APLICA,WINDOWS 7 32 bits,SÍ,4.9 Mbps,4.9 Mbps,59 ms,60 ms
Hidalgo,13016,120,3,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DE LA HUASTECA HIDALGUENSE,"CARR. HUEJUTLA-CHALAHUIYAPA S/N, COL. TEPOXTECO, C.P. 43000, HUEJUTLA DE REYES, HGO.",,SÍ,100 Mbs,chrome,NO APLICA,NO APLICA,WINDOWS 7,SÍ,4.9 Mbps,4.9 Mbps,59 ms,60 ms
Hidalgo,13017,60,2,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DE VALLE DEL MEZQUITAL,"CARR. IXMIQUILPAN-CAPULA KM 4 EL NITH S/N, C.P. 42300, IXMIQUILPAN, HGO.",,SÍ,40 MB,CHROME VERSIÓN 79,NO APLICA,NO APLICA,WINDOWS 10 PROFESIONAL,SÍ,36 Mbps,26 Mbps,775 ms,9 ms
Hidalgo,13018,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CECYTE ACAXOCHITLÁN,"PROL. ALLENDE S/N, BARRIO TLAZINTLA, C.P. 43720, ACAXOCHITLÁN, HGO.",,SÍ,4.9 Mbps,FIREFOX O CHROME,NO APLICA,NO APLICA,WINDOWS 7 64 bits,SÍ,4.9 Mbps,4.9 Mbps,66 ms,60 ms
Hidalgo,13019,25,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CECYTE ATLAPEXCO,"CARR. ATLAPEXCO-TIANGUISTENGO KM 0.5 S/N, C.P. 43060, ATLAPEXCO, HGO.",,SÍ,4.7 Mbps,FIREFOX O CHROME,NO APLICA,NO APLICA,WINDOWS 8.1 Pro 64 bits,SÍ,4.7 Mbps,4.7 Mbps,69 ms,67 ms
Hidalgo,13020,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CECYTE OMITLÁN,"CARR. MÉXICO-TAMPICO CRUCERO DE HUASCA KM 21.5 S/N, C.P. 43560, OMITLÁN DE JUÁREZ, HGO.",,SÍ,5.0 Mbps,FIREFOX O CHROME,NO APLICA,NO APLICA,WINDOWS 8 64 bits,SÍ,5.0 Mbps,5.0 Mbps,80 ms,77 ms
Hidalgo,13021,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CECYTE SANTIAGO TULANTEPEC,"AV. BENITO JUÁREZ S/N, COL. FRANCISCO VILLA, C.P. 43764, SANTIAGO TULANTEPEC DE LUGO GUERRERO, HGO.",,SÍ,4.9 Mbps,FIREFOX O CHROME,NO APLICA,NO APLICA,WINDOWS 7 64 bits,SÍ,4.9 Mbps,4.9 Mbps,59 ms,60 ms
Hidalgo,13022,50,2,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CECYTE TIZAYUCA,"CARR. MÉXICO-PACHUCA KM 50.5 S/N, COL. PARQUE INDUSTRIAL, C.P. 43800, TIZAYUCA, HGO.",,SÍ,5.1 Mbps,FIREFOX O CHROME,NO APLICA,NO APLICA,WINDOWS 7 32 bits,SÍ,5.1 Mbps,5.1 Mbps,76 ms,80 ms
Hidalgo,13023,45,2,17,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAEH LOS OTATES,"CARR. HUEJUTLA-CHALAHUIYAPA S/N, LOS OTATES, C.P. 43003, HUEJUTLA DE REYES, HGO.",,SÍ,10 Mbps/1 Mbps,Mozilla Firefox,NO APLICA,SI TIENE,WINDOWS/Ubuntu,SÍ,10 Mbps,1 Mbps, 45 ms ,34 ms
Hidalgo,13024,35,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAEH TEHUETLAN,"CARR. MÉXICO-TAMPICO KM 200 S/N, TEHUETLÁN, C.P. 43011, HUEJUTLA DE REYES, HGO.",,SÍ,5 Mbps/5 Mbps,Mozilla Firefox,NO APLICA,NO APLICA,WINDOWS/Ubuntu,SÍ,5 Mbps,5 Mbps, 45 ms ,34 ms
Hidalgo,13026,38,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAEH ZAPOTLAN,"ACCESO A SAN PEDRO HUAQUILPAN KM1.5 S/N, COL. HUAQUILPAN, C.P. 42192, ZAPOTLÁN DE JUÁREZ, HGO.",,SÍ,5 Mbps/5 Mbps,Mozilla Firefox,SÍ,SI TIENE,WINDOWS/Ubuntu,SÍ,5 Mbps,5 Mbps,59 ms,60 ms
Hidalgo,13027,25,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CECYTEH SANTIAGO DE ANAYA,"AV. BICENTENARIO Y CAMINO LA BLANCA S/N, COL. PATRIA NUEVA, C.P. 42630, SANTIAGO DE ANAYA, HGO.",,SÍ,4.8 Mbps,FIREFOX O CHROME,NO APLICA,NO APLICA,WINDOWS 7 32 bits,SÍ,4.8 Mbps,4.8 Mbps,70 ms,87 ms
Hidalgo,13029,59,2,33,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAEH TOLCAYUCA,"CAMINO A SANTIAGO TLAJOMULCO S/N, TOLCAYUCA, C.P. 43862, TOLCAYUCA, HGO.",,SÍ,5 Mbps/5 Mbps,Mozilla Firefox,SÍ,NO TIENE,WINDOWS/Ubuntu,SÍ,5 Mbps,5 Mbps, 45 ms ,34 ms
Hidalgo,13030,123,6,21,21,21,21,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLOGICA DE TULA TEPEJI,"AV. UNIVERSIDAD TECNOLÓGICA No. 1000, EL CARMEN, C.P. 42830, TULA DE ALLENDE, HGO.",,SÍ,100 Mbps,CHROME LA MÁS RECIENTE,Sí,Sí,WINDOWS 10 64 bits,SÍ,75 Mbps,81 Mbps,588 ms,9 ms
Hidalgo,13031,46,2,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CETIS No. 26  ""FRAY DIEGO DE RODRIGUEZ ""","AV. IGNACIO ZARAGOZA S/N, COL. CENTRO, C.P. 42970, ATITALAQUIA, HGO.",,SÍ,4.9 Mbps,FIREFOX O CHROME,NO APLICA,NO APLICA,WINDOWS 7 32 bits,SÍ,5 Mbps,5 Mbps, 45 ms ,34 ms
Hidalgo,13032,29,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAEH TIANGUISTENGO,"PROL. CAPITAN GUILLERMO CAMPOS No. 20, BARRIO CHICHITLA, C.P. 43270, TIANGUISTENGO, HGO.",,SÍ,5 Mbps/5 Mbps,Mozilla Firefox,NO APLICA,NO APLICA,WINDOWS/Ubuntu,SÍ,5 Mbps,5 Mbps,59 ms,60 ms
Hidalgo,13034,20,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORMAL VALLE DEL MEZQUITAL,"CARR. PROGRESO-IXMIQUILPAN KM 3 S/N, C.P. 42730, PROGRESO DE OBREGÓN, HGO.",,SÍ,60Mbps,CHROME/OPERA,Sí,Sí,WINDOWS ,SÍ,Hasta 60 Mbps,Hasta 50Mbps,112ms,64ms
Hidalgo,13035,26,1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAEH TÉLLEZ ,"CARR. A TÉLLEZ KM 5 S/N, JAGÜEY DE TÉLLEZ, C.P. 43840, ZEMPOALA, HGO.",ALTA,SÍ,5 Mbps/5 Mbps,Mozilla Firefox,SÍ,NO APLICA,WINDOWS/Ubuntu,SÍ,5 Mbps,5 Mbps, 45 ms ,34 ms
Hidalgo,13036,66,2,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAEH  CUAUTEPEC,"CALLE HÉROES DE NACOZARI S/N, COL. FRANCISCO I. MADERO, C.P. 43740, CUATEPEC DE HINOJOSA, HGO.",ALTA ,SÍ,10 Mbps/1 Mbps,Mozilla Firefox,SÍ,NO APLICA,WINDOWS/Ubuntu,SÍ,10 Mbps,1 Mbps, 45 ms ,34 ms
Jalisco,14001,82,2,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BENEMÉRITA Y CENTENARIA ESCUELA NORMAL DE JALISCO,"AV. PROLONGACIÓN ALCALDE No. 1190, COL. MIRAFLORES, C.P. 44270, GUADALAJARA, JAL.",,NO,10MB,NO,NO,SE CUENTA CON AMBAS ALMBRICA Y WIFI,NO,NO,7.6 MBPS,12 MBPS,91MS,17MS
Jalisco,14002,80,2,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CECYTEJ No. 03 TEPATITLAN,"CALLE NARDOS No. 855, COL. JARDINES DE ORIENTE, C.P. 47680, TEPATITLÁN DE MORELOS, JAL.",NINGUNA,SÍ,11 Mb,SÍ,NO,ALÁMBRICA,SÍ,SÍ,2.23 mbps,6.32mbps,21ms,21ms
Jalisco,14003,260,12,20,20,20,20,30,20,20,30,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,CETI  PLANTEL COLOMOS,"CALLE NUEVA ESCOCIA No. 1885, COL. PROVIDENCIA 5a. SECCIÓN, C.P. 44638, GUADALAJARA, JAL.",NINGUNA,SÍ,8 Mbps,SÍ,NO,NO,SÍ,SÍ,SI,6.7 Mbps,54 ms,41ms
Jalisco,14004,250,10,40,20,30,20,40,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CETI  PLANTEL TONALÁ,"CTO. LOMA DORADA NORTE No. 8962, COL. LOMA DORADA, C.P. 45418, TONALÁ, JAL.",NINGUNA,SÍ,100 Mbps,SÍ,SÍ,AMBAS,SÍ,SÍ,72 Mbps,88 Mbps,0 ns,69 ns
Jalisco,14007,65,2,40,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAEJ PLANTEL No. 5 NUEVA SANTA MARÍA,"CAMINO REAL DE COLIMA No. 3815, COL. BALCONES DE SANTA MARÍA, C.P. 44980, SAN PEDRO TLAQUEPAQUE, JAL.",LA RED WIFI CUMPLE SÓLO EN ALGUNOS PUNTOS DEL PLANTEL Y NO ES PÚBLICA CUENTA CON SOLO 1MB Y SE TIENE QUE SOLICITAR USUARIO CON ANTICIPACIÓN,SÍ,10 mb simétrico,CHROME,NO,SÍ,SÍ,SÍ,10mb,10mb,47ms,47ms
Jalisco,14010,80,2,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAEJ PLANTEL No. 2 MIRAMAR ZAPOPAN,"CALLE PUERTO SALINA CRUZ No. 1818, COL. MIRAMAR, C.P. 45230, ZAPOPAN, JAL.",LA RED WIFI CUMPLE SÓLO EN ALGUNOS PUNTOS DEL PLANTEL Y NO ES PÚBLICA CUENTA CON SOLO 1MB Y SE TIENE QUE SOLICITAR USUARIO CON ANTICIPACIÓN,SÍ,10 mb simétrico,CHROME,NO,SÍ,SÍ,SÍ,10mb,10mb,47ms,47ms
Jalisco,14011,80,2,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAEJ PLANTEL No. 1 BASILIO VADILLO TONALÁ,"CALLE ANTONIO CASO No. 199, COL. BASILIO BADILLO, C.P. 45406, TONALÁ, JAL.",LA RED WIFI DEL PLANTEL  NO ES PÚBLICA CUENTA CON SOLO 1MB Y SE TIENE QUE SOLICITAR USUARIO CON ANTICIPACIÓN,SÍ,10 mb simétrico,CHROME,NO,SÍ,SÍ,SÍ,10mb,10mb,47ms,47ms
Jalisco,14012,75,2,40,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAEJ PLANTEL No. 10 SAN SEBASTIÁN EL GRANDE,"CALLE CONSTITUCIÓN No. 501, COL. CENTRO, C.P. 45640, TLAJOMULCO DE ZÚÑIGA, JAL.",LA RED WIFI CUMPLE SÓLO EN ALGUNOS PUNTOS DEL PLANTEL Y NO ES PÚBLICA CUENTA CON SOLO 1MB Y SE TIENE QUE SOLICITAR USUARIO CON ANTICIPACIÓN,SÍ,10 mb simétrico,CHROME,NO,SÍ,SÍ,SÍ,10mb,10mb,47ms,47ms
Jalisco,14013,80,2,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAEJ PLANTEL No. 11 GUADALAJARA,"CALLE PUERTO MELAQUE No. 4040, FRACC. SAN FRANCISCO, C.P. 44760, GUADALAJARA, JAL.",LA RED WIFI CUMPLE SÓLO EN ALGUNOS PUNTOS DEL PLANTEL Y NO ES PÚBLICA CUENTA CON SOLO 1MB Y SE TIENE QUE SOLICITAR USUARIO CON ANTICIPACIÓN,SÍ,10 mb simétrico,CHROME,NO,SÍ,SÍ,SÍ,10mb,10mb,47ms,47ms
Jalisco,14014,107,5,18,18,40,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONALEP 071 GUADALAJARA II,"CALLE ISLAS SALOMÓN No. 2553, COL. JARDINES DEL SUR, C.P. 44987, GUADALAJARA, JAL.",-,SÍ,200 mbps,SÍ/AMBOS,NO,ALÁMBRICA,SÍ (win 8.1),SÍ,74 mbps,91 mbps,35 ms,2 ms
Jalisco,14015,80,2,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAEJ PLANTEL No. 13 JALISCO,"CALLE TLAJOMULCO DE ZÚÑIGA ENTRE PUERTO VALLARTA Y MASCOTA S/N, COL. JALISCO IV SECC., C.P. 45403, TONALÁ, JAL.",LA RED WIFI CUMPLE SÓLO EN ALGUNOS PUNTOS DEL PLANTEL Y NO ES PÚBLICA CUENTA CON SOLO 1MB Y SE TIENE QUE SOLICITAR USUARIO CON ANTICIPACIÓN,SÍ,10 mb simétrico,CHROME,NO,SÍ,SÍ,SÍ,10mb,10mb,47ms,47ms
Jalisco,14016,172,5,40,40,40,20,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONALEP 077 TLAQUEPAQUE,"CALLE ESTEBAN RAMÍREZ No. 220, RESIDENCIAL LA SOLEDAD, C.P. 45525, TLAQUEPAQUE, JAL.",-,SÍ,200 mbps,GOOGLE CHROME,NO,ALÁMBRICA,SI (win 7),SÍ,20 mbps,92 mbps,42 ms,12 ms
Jalisco,14017,71,2,40,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONALEP 235 PROFRA. IDOLINA GAONA DE COSIO TONALÁ,"CALLE DUNAS NORTE No. 180, COL. LOMAS DE CAMICHIN, C.P. 45417, TONALÁ, JAL.",-,SÍ,100 mbps,GOOGLE CHROME,NO,ALÁMBRICA,SÍ (win 7 y Win10),SÍ,64 mbps,91 mbps,14 ms,7 ms
Jalisco,14018,105,3,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIRECCIÓN OPERATIVA DEL CENTRO DE CAPACITACIÓN (DOCC),"CALLE GUADALUPE VICTORIA No. 280, COL. SANTA ANA TEPETITLAN, C.P. 45230, ZAPOPAN, JAL.", -,SÍ,100 mbps,MOZILLA/CHROME ,NO,ALÁMBRICA,Windows 10,SÍ,35 mbps,77 mbps,7 ms,22 ms
